"","city","gender"
"6316","Manchester","F"
"6317","Swansea","F"
"6318","Birkenhead","M"
"6319","Bournemouth","F"
"6320","Basildon","F"
"6321","Blackpool","F"
"6322","Middlesbrough","F"
"6323","Doncaster","F"
"6324","Edinburgh","F"
"6325","Cardiff","F"
"6326","Cambridge","F"
"6327","Peterborough","F"
"6328","Slough","F"
"6329","Peterborough","F"
"6330","Southend","F"
"6331","Ipswich","F"
"6332","Middlesbrough","M"
"6333","National Average","F"
"6334","Glasgow","F"
"6335","Dundee","F"
"6336","Cambridge","F"
"6337","Blackburn","F"
"6338","Edinburgh","F"
"6339","Worthing","F"
"6340","Mansfield","F"
"6341","Aberdeen","F"
"6342","Milton Keynes","F"
"6343","Newport","F"
"6344","Swindon","F"
"6345","Doncaster","F"
"6346","Plymouth","M"
"6347","Gloucester","F"
"6348","Aldershot","F"
"6349","Portsmouth","F"
"6350","Cardiff","U"
"6351","Swindon","U"
"6352","Bristol","F"
"6353","Burnley","F"
"6354","London","F"
"6355","Blackpool","F"
"6356","Newport","M"
"6357","Stoke","F"
"6358","Mansfield","U"
"6359","Exeter","F"
"6360","Brighton","M"
"6361","Manchester","U"
"6362","Dundee","F"
"6363","Bradford","F"
"6364","Blackpool","U"
"6365","Peterborough","F"
"6366","Stoke","F"
"6367","Chatham","F"
"6368","Sunderland","U"
"6369","Doncaster","U"
"6370","Crawley","F"
"6371","Aldershot","F"
"6372","Blackpool","U"
"6373","Oxford","F"
"6374","Southend","M"
"6375","Peterborough","U"
"6376","Barnsley","F"
"6377","Basildon","F"
"6378","Norwich","F"
"6379","Manchester","F"
"6380","Peterborough","F"
"6381","Birmingham","F"
"6382","Newport","F"
"6383","Glasgow","F"
"6384","","F"
"6385","Edinburgh","F"
"6386","Belfast","F"
"6387","Northampton","U"
"6388","Barnsley","M"
"6389","Southampton","F"
"6390","Chatham","F"
"6391","Wakefield","F"
"6392","Belfast","F"
"6393","","M"
"6394","Southampton","F"
"6395","Oxford","F"
"6396","Stoke","F"
"6397","Burnley","M"
"6398","Oxford","F"
"6399","Gloucester","F"
"6400","Glasgow","F"
"6401","Huddersfield","F"
"6402","Basildon","F"
"6403","Swansea","F"
"6404","Southend","U"
"6405","Southend","F"
"6406","Bradford","F"
"6407","Bournemouth","F"
"6408","Swindon","F"
"6409","Birmingham","F"
"6410","Preston","F"
"6411","Liverpool","F"
"6412","Nottingham","U"
"6413","Coventry","F"
"6414","Middlesbrough","F"
"6415","Leeds","F"
"6416","Dundee","F"
"6417","Ipswich","F"
"6418","Belfast","F"
"6419","Birkenhead","F"
"6420","Newport","M"
"6421","Milton Keynes","F"
"6422","Southampton","M"
"6423","Derby","F"
"6424","Bristol","F"
"6425","Chatham","U"
"6426","Barnsley","F"
"6427","Huddersfield","F"
"6428","Dundee","F"
"6429","Reading","U"
"6430","Peterborough","U"
"6431","Manchester","F"
"6432","Telford","U"
"6433","Aldershot","F"
"6434","Southend","F"
"6435","Bradford","F"
"6436","Middlesbrough","U"
"6437","Huddersfield","F"
"6438","Barnsley","F"
"6439","Sheffield","M"
"6440","Hull","F"
"6441","Doncaster","F"
"6442","Basildon","U"
"6443","Belfast","U"
"6444","Blackburn","F"
"6445","","F"
"6446","Bristol","U"
"6447","Exeter","F"
"6448","Exeter","M"
"6449","London","F"
"6450","Wakefield","F"
"6451","National Average","U"
"6452","Basildon","F"
"6453","Stoke","F"
"6454","Telford","F"
"6455","Bradford","F"
"6456","Barnsley","F"
"6457","Portsmouth","F"
"6458","Middlesbrough","F"
"6459","Gloucester","F"
"6460","Glasgow","F"
"6461","Cambridge","F"
"6462","Burnley","U"
"6463","Belfast","U"
"6464","Newcastle","F"
"6465","","F"
"6466","","F"
"6467","","F"
"6468","Bournemouth","U"
"6469","Bristol","F"
"6470","Aberdeen","F"
"6471","Coventry","M"
"6472","Exeter","F"
"6473","Huddersfield","M"
"6474","Peterborough","F"
"6475","London","U"
"6476","Preston","F"
"6477","Aberdeen","F"
"6478","Belfast","F"
"6479","Basildon","F"
"6480","London","F"
"6481","Crawley","F"
"6482","Cardiff","F"
"6483","Aldershot","U"
"6484","Birmingham","U"
"6485","Sheffield","F"
"6486","Hull","F"
"6487","Southend","F"
"6488","Stoke","F"
"6489","Nottingham","F"
"6490","Peterborough","M"
"6491","Southend","U"
"6492","Oxford","F"
"6493","Dundee","U"
"6494","Chatham","F"
"6495","Blackburn","F"
"6496","Basildon","F"
"6497","Birmingham","F"
"6498","Wakefield","F"
"6499","Burnley","F"
"6500","Doncaster","F"
"6501","Birkenhead","F"
"6502","Belfast","F"
"6503","Edinburgh","F"
"6504","London","F"
"6505","Manchester","F"
"6506","Manchester","M"
"6507","Huddersfield","F"
"6508","Bradford","M"
"6509","Southend","F"
"6510","Northampton","M"
"6511","Blackpool","F"
"6512","Bristol","F"
"6513","Bradford","U"
"6514","Barnsley","F"
"6515","Basildon","U"
"6516","Swindon","U"
"6517","Newport","F"
"6518","Crawley","F"
"6519","Doncaster","M"
"6520","Blackpool","U"
"6521","Cambridge","F"
"6522","Birmingham","F"
"6523","Southampton","F"
"6524","Stoke","F"
"6525","Newport","F"
"6526","Slough","F"
"6527","Leeds","F"
"6528","Barnsley","F"
"6529","Leicester","F"
"6530","Chatham","F"
"6531","Blackpool","F"
"6532","London","M"
"6533","Peterborough","F"
"6534","Burnley","F"
"6535","Belfast","U"
"6536","Birmingham","F"
"6537","Milton Keynes","U"
"6538","Preston","F"
"6539","Manchester","M"
"6540","Cambridge","M"
"6541","Huddersfield","F"
"6542","Mansfield","M"
"6543","","U"
"6544","Bristol","F"
"6545","Swansea","F"
"6546","Swindon","F"
"6547","Swindon","F"
"6548","Ipswich","F"
"6549","Ipswich","M"
"6550","Aldershot","U"
"6551","Nottingham","F"
"6552","Crawley","F"
"6553","Edinburgh","M"
"6554","Basildon","F"
"6555","Norwich","F"
"6556","Stoke","M"
"6557","Leicester","F"
"6558","Blackpool","U"
"6559","Blackpool","F"
"6560","Crawley","U"
"6561","Doncaster","F"
"6562","Crawley","F"
"6563","Sunderland","U"
"6564","Manchester","U"
"6565","Aberdeen","F"
"6566","Derby","F"
"6567","Glasgow","U"
"6568","Wakefield","F"
"6569","Preston","U"
"6570","Norwich","F"
"6571","Leeds","F"
"6572","Ipswich","F"
"6573","Burnley","F"
"6574","National Average","U"
"6575","Birmingham","F"
"6576","Edinburgh","F"
"6577","Bournemouth","M"
"6578","Aberdeen","F"
"6579","Norwich","F"
"6580","Blackpool","F"
"6581","","F"
"6582","Telford","U"
"6583","Manchester","F"
"6584","Barnsley","U"
"6585","Newport","F"
"6586","Leeds","F"
"6587","Brighton","F"
"6588","London","F"
"6589","Middlesbrough","F"
"6590","Plymouth","U"
"6591","Southampton","U"
"6592","Southampton","F"
"6593","","U"
"6594","Cambridge","U"
"6595","Bournemouth","U"
"6596","Liverpool","F"
"6597","Plymouth","F"
"6598","Cardiff","U"
"6599","Aberdeen","F"
"6600","Oxford","F"
"6601","Birmingham","U"
"6602","Newport","F"
"6603","Mansfield","F"
"6604","","U"
"6605","Plymouth","F"
"6606","Milton Keynes","F"
"6607","Norwich","F"
"6608","Doncaster","F"
"6609","Edinburgh","F"
"6610","Exeter","U"
"6611","Birmingham","F"
"6612","Bristol","U"
"6613","Wakefield","F"
"6614","Basildon","F"
"6615","Gloucester","F"
"6616","Manchester","F"
"6617","Aberdeen","M"
"6618","Liverpool","U"
"6619","Stoke","F"
"6620","Newport","F"
"6621","Middlesbrough","F"
"6622","Wakefield","U"
"6623","Cambridge","F"
"6624","Wakefield","F"
"6625","Cardiff","F"
"6626","Edinburgh","U"
"6627","Swindon","F"
"6628","Chatham","F"
"6629","Edinburgh","F"
"6630","Cambridge","U"
"6631","Nottingham","F"
"6632","Leicester","F"
"6633","Glasgow","M"
"6634","Swindon","F"
"6635","Leeds","F"
"6636","Reading","F"
"6637","Blackburn","F"
"6638","Mansfield","F"
"6639","Doncaster","U"
"6640","Norwich","F"
"6641","Edinburgh","M"
"6642","Bristol","F"
"6643","Huddersfield","F"
"6644","Birmingham","F"
"6645","Bournemouth","U"
"6646","Aldershot","F"
"6647","Portsmouth","F"
"6648","Preston","U"
"6649","Newcastle","F"
"6650","Mansfield","U"
"6651","Northampton","F"
"6652","Leicester","F"
"6653","Huddersfield","F"
"6654","Milton Keynes","U"
"6655","Derby","M"
"6656","Belfast","F"
"6657","Wakefield","M"
"6658","Huddersfield","U"
"6659","Huddersfield","F"
"6660","Telford","M"
"6661","Bradford","F"
"6662","Exeter","F"
"6663","Glasgow","F"
"6664","Nottingham","U"
"6665","Swansea","U"
"6666","Derby","U"
"6667","Norwich","U"
"6668","Nottingham","M"
"6669","Hull","F"
"6670","","U"
"6671","Southampton","F"
"6672","Slough","F"
"6673","Blackburn","F"
"6674","Burnley","M"
"6675","Crawley","F"
"6676","Hull","F"
"6677","Southend","F"
"6678","Doncaster","F"
"6679","National Average","F"
"6680","Chatham","U"
"6681","Cambridge","F"
"6682","Norwich","F"
"6683","Plymouth","F"
"6684","Mansfield","F"
"6685","Leicester","M"
"6686","Aberdeen","F"
"6687","Chatham","F"
"6688","Southampton","F"
"6689","Northampton","M"
"6690","Preston","F"
"6691","Aberdeen","F"
"6692","Northampton","F"
"6693","Burnley","F"
"6694","London","U"
"6695","Bournemouth","F"
"6696","Wakefield","M"
"6697","Dundee","F"
"6698","Peterborough","F"
"6699","Sheffield","F"
"6700","Aberdeen","F"
"6701","Sunderland","U"
"6702","Ipswich","F"
"6703","Stoke","F"
"6704","Newcastle","F"
"6705","London","F"
"6706","Milton Keynes","U"
"6707","Cambridge","U"
"6708","Bradford","U"
"6709","Northampton","F"
"6710","Telford","F"
"6711","Mansfield","F"
"6712","Burnley","U"
"6713","Oxford","F"
"6714","Stoke","U"
"6715","Swansea","U"
"6716","Blackburn","F"
"6717","Newport","F"
"6718","Oxford","F"
"6719","Reading","F"
"6720","Bradford","F"
"6721","Manchester","U"
"6722","Leicester","F"
"6723","Sunderland","U"
"6724","Dundee","F"
"6725","Glasgow","U"
"6726","Bradford","F"
"6727","Newport","F"
"6728","Mansfield","U"
"6729","Preston","F"
"6730","Barnsley","F"
"6731","Aldershot","U"
"6732","Brighton","F"
"6733","Birmingham","F"
"6734","Swindon","F"
"6735","Gloucester","U"
"6736","Stoke","F"
"6737","Burnley","M"
"6738","Cardiff","F"
"6739","Wakefield","U"
"6740","Derby","F"
"6741","Bristol","F"
"6742","Norwich","F"
"6743","Hull","F"
"6744","Ipswich","F"
"6745","Hull","U"
"6746","Aberdeen","M"
"6747","Birmingham","F"
"6748","Wakefield","F"
"6749","Peterborough","F"
"6750","Northampton","M"
"6751","Telford","F"
"6752","Preston","M"
"6753","Telford","M"
"6754","Manchester","F"
"6755","Leeds","U"
"6756","Aldershot","F"
"6757","Milton Keynes","M"
"6758","Birkenhead","U"
"6759","Middlesbrough","F"
"6760","Reading","F"
"6761","Crawley","F"
"6762","Barnsley","F"
"6763","Leicester","F"
"6764","Sunderland","M"
"6765","Slough","F"
"6766","Norwich","U"
"6767","","F"
"6768","London","M"
"6769","Wakefield","F"
"6770","Liverpool","F"
"6771","Southend","F"
"6772","Derby","U"
"6773","Swindon","F"
"6774","Bournemouth","U"
"6775","Cambridge","F"
"6776","Burnley","F"
"6777","Oxford","F"
"6778","Bournemouth","F"
"6779","Stoke","U"
"6780","Middlesbrough","F"
"6781","Liverpool","F"
"6782","Birmingham","F"
"6783","Dundee","F"
"6784","Belfast","F"
"6785","Exeter","F"
"6786","","F"
"6787","Bristol","F"
"6788","Burnley","F"
"6789","Liverpool","M"
"6790","Stoke","F"
"6791","Ipswich","F"
"6792","Crawley","U"
"6793","Derby","M"
"6794","Ipswich","F"
"6795","Derby","M"
"6796","","U"
"6797","Coventry","U"
"6798","Basildon","F"
"6799","Burnley","M"
"6800","Mansfield","F"
"6801","Huddersfield","F"
"6802","Newcastle","F"
"6803","London","F"
"6804","Middlesbrough","F"
"6805","Aldershot","F"
"6806","Aldershot","U"
"6807","Birkenhead","F"
"6808","Peterborough","F"
"6809","Dundee","F"
"6810","London","F"
"6811","Huddersfield","F"
"6812","Blackpool","M"
"6813","Coventry","F"
"6814","Liverpool","F"
"6815","Cardiff","U"
"6816","Gloucester","U"
"6817","Chatham","M"
"6818","Bournemouth","F"
"6819","Wakefield","U"
"6820","Crawley","U"
"6821","Basildon","F"
"6822","Bournemouth","U"
"6823","Blackpool","F"
"6824","Swindon","M"
"6825","Coventry","M"
"6826","Leicester","F"
"6827","Sunderland","F"
"6828","Portsmouth","F"
"6829","Barnsley","F"
"6830","Reading","F"
"6831","Cambridge","M"
"6832","Manchester","F"
"6833","Middlesbrough","F"
"6834","Preston","F"
"6835","Chatham","F"
"6836","Wakefield","M"
"6837","Swansea","U"
"6838","Brighton","U"
"6839","Doncaster","F"
"6840","Edinburgh","F"
"6841","Plymouth","U"
"6842","Blackburn","F"
"6843","Cambridge","F"
"6844","Blackburn","F"
"6845","Chatham","M"
"6846","Barnsley","F"
"6847","Hull","M"
"6848","Bournemouth","F"
"6849","Nottingham","F"
"6850","Aldershot","U"
"6851","Slough","U"
"6852","Newport","F"
"6853","Edinburgh","F"
"6854","Dundee","F"
"6855","Bristol","F"
"6856","Sheffield","U"
"6857","Southend","F"
"6858","Oxford","M"
"6859","Crawley","F"
"6860","Bristol","U"
"6861","Leeds","F"
"6862","National Average","U"
"6863","Barnsley","F"
"6864","Leicester","F"
"6865","Newport","U"
"6866","Dundee","F"
"6867","Leicester","F"
"6868","Stoke","F"
"6869","Cardiff","U"
"6870","Portsmouth","M"
"6871","Leicester","M"
"6872","Blackburn","F"
"6873","Coventry","U"
"6874","Barnsley","F"
"6875","Doncaster","U"
"6876","Blackburn","M"
"6877","Slough","F"
"6878","Cambridge","F"
"6879","Portsmouth","M"
"6880","Reading","F"
"6881","Middlesbrough","U"
"6882","Mansfield","M"
"6883","Telford","U"
"6884","Bradford","M"
"6885","Preston","F"
"6886","Blackburn","F"
"6887","Gloucester","F"
"6888","Cambridge","F"
"6889","Glasgow","F"
"6890","Hull","F"
"6891","Ipswich","F"
"6892","Glasgow","F"
"6893","National Average","F"
"6894","Huddersfield","F"
"6895","Liverpool","F"
"6896","Sheffield","F"
"6897","Birmingham","F"
"6898","Plymouth","F"
"6899","Aberdeen","U"
"6900","Plymouth","F"
"6901","Bradford","F"
"6902","Plymouth","F"
"6903","National Average","F"
"6904","Cardiff","F"
"6905","Portsmouth","F"
"6906","Sunderland","F"
"6907","Exeter","F"
"6908","Birkenhead","M"
"6909","Norwich","U"
"6910","Barnsley","F"
"6911","Southend","F"
"6912","Doncaster","F"
"6913","Birkenhead","U"
"6914","Burnley","F"
"6915","Leicester","U"
"6916","Reading","U"
"6917","London","F"
"6918","Swindon","M"
"6919","Portsmouth","F"
"6920","Bradford","F"
"6921","Aldershot","F"
"6922","Leeds","U"
"6923","Aldershot","M"
"6924","Huddersfield","U"
"6925","Glasgow","U"
"6926","Coventry","U"
"6927","Aldershot","F"
"6928","Nottingham","M"
"6929","Middlesbrough","F"
"6930","Coventry","F"
"6931","Birkenhead","F"
"6932","Liverpool","M"
"6933","Dundee","F"
"6934","Oxford","M"
"6935","Portsmouth","F"
"6936","Aldershot","F"
"6937","Blackpool","U"
"6938","Hull","F"
"6939","Barnsley","F"
"6940","Brighton","M"
"6941","","M"
"6942","Birkenhead","F"
"6943","Bournemouth","F"
"6944","Liverpool","F"
"6945","Barnsley","F"
"6946","Newcastle","F"
"6947","Nottingham","F"
"6948","Reading","U"
"6949","Coventry","F"
"6950","Hull","F"
"6951","Blackpool","F"
"6952","Birkenhead","U"
"6953","Chatham","M"
"6954","London","F"
"6955","Newport","F"
"6956","Belfast","F"
"6957","Peterborough","U"
"6958","Reading","F"
"6959","Barnsley","U"
"6960","Brighton","F"
"6961","Reading","U"
"6962","Cardiff","F"
"6963","Portsmouth","M"
"6964","Northampton","F"
"6965","Southend","F"
"6966","Edinburgh","F"
"6967","Edinburgh","U"
"6968","Blackpool","U"
"6969","Northampton","F"
"6970","","F"
"6971","Cardiff","M"
"6972","Norwich","F"
"6973","Newcastle","F"
"6974","Sheffield","F"
"6975","Leicester","F"
"6976","Northampton","F"
"6977","Aberdeen","F"
"6978","Sunderland","F"
"6979","Barnsley","F"
"6980","Coventry","F"
"6981","Manchester","F"
"6982","Sunderland","F"
"6983","Swansea","F"
"6984","","F"
"6985","Blackburn","F"
"6986","Basildon","U"
"6987","Southend","F"
"6988","Glasgow","F"
"6989","","F"
"6990","Swindon","F"
"6991","Gloucester","F"
"6992","Burnley","F"
"6993","Wakefield","F"
"6994","Barnsley","F"
"6995","Sheffield","F"
"6996","Southampton","F"
"6997","Birmingham","U"
"6998","Newport","F"
"6999","Birmingham","F"
"7000","Cambridge","M"
"7001","Exeter","F"
"7002","Blackburn","F"
"7003","Wakefield","F"
"7004","Bournemouth","U"
"7005","Plymouth","F"
"7006","Bradford","F"
"7007","Leicester","U"
"7008","Nottingham","M"
"7009","Brighton","F"
"7010","Hull","F"
"7011","Birkenhead","F"
"7012","Sunderland","F"
"7013","Coventry","F"
"7014","Norwich","F"
"7015","Slough","F"
"7016","Wakefield","F"
"7017","Bristol","F"
"7018","Crawley","F"
"7019","Northampton","F"
"7020","Exeter","F"
"7021","Chatham","F"
"7022","Ipswich","M"
"7023","Northampton","M"
"7024","Derby","U"
"7025","Nottingham","U"
"7026","Preston","U"
"7027","Newport","F"
"7028","Ipswich","U"
"7029","Bradford","F"
"7030","Plymouth","F"
"7031","Portsmouth","U"
"7032","Stoke","F"
"7033","Stoke","F"
"7034","Norwich","U"
"7035","Reading","F"
"7036","Leeds","F"
"7037","Preston","U"
"7038","Milton Keynes","U"
"7039","Derby","M"
"7040","Glasgow","F"
"7041","Gloucester","F"
"7042","Southampton","U"
"7043","Barnsley","U"
"7044","Birkenhead","F"
"7045","Brighton","F"
"7046","Aberdeen","F"
"7047","Slough","F"
"7048","Belfast","F"
"7049","","F"
"7050","Mansfield","M"
"7051","Edinburgh","F"
"7052","Oxford","F"
"7053","Derby","M"
"7054","Telford","F"
"7055","Southampton","F"
"7056","Cambridge","U"
"7057","Portsmouth","M"
"7058","Chatham","F"
"7059","Leeds","F"
"7060","Mansfield","F"
"7061","Southend","F"
"7062","Bradford","F"
"7063","Portsmouth","F"
"7064","","F"
"7065","Telford","F"
"7066","Coventry","F"
"7067","Aldershot","M"
"7068","Milton Keynes","F"
"7069","London","F"
"7070","Birmingham","U"
"7071","Stoke","U"
"7072","Middlesbrough","F"
"7073","Portsmouth","U"
"7074","Cambridge","F"
"7075","Bristol","U"
"7076","Doncaster","U"
"7077","Burnley","F"
"7078","Bradford","M"
"7079","Aldershot","F"
"7080","Nottingham","F"
"7081","Barnsley","F"
"7082","Basildon","F"
"7083","Cardiff","F"
"7084","Southampton","M"
"7085","National Average","F"
"7086","Edinburgh","F"
"7087","Derby","M"
"7088","Slough","F"
"7089","Swindon","F"
"7090","Oxford","F"
"7091","Dundee","F"
"7092","Leeds","F"
"7093","Manchester","F"
"7094","Ipswich","F"
"7095","Ipswich","U"
"7096","Slough","F"
"7097","Exeter","F"
"7098","Aldershot","F"
"7099","Cambridge","F"
"7100","Portsmouth","U"
"7101","National Average","F"
"7102","Aldershot","U"
"7103","Sunderland","F"
"7104","Plymouth","U"
"7105","Leeds","U"
"7106","Aldershot","U"
"7107","Nottingham","F"
"7108","Bradford","F"
"7109","Telford","F"
"7110","Stoke","F"
"7111","Aldershot","M"
"7112","Northampton","U"
"7113","Northampton","F"
"7114","Burnley","F"
"7115","Derby","F"
"7116","Birkenhead","F"
"7117","Southend","F"
"7118","Barnsley","F"
"7119","Manchester","U"
"7120","Nottingham","F"
"7121","Plymouth","F"
"7122","Exeter","U"
"7123","Huddersfield","U"
"7124","Huddersfield","F"
"7125","Belfast","F"
"7126","Brighton","F"
"7127","Southend","U"
"7128","Slough","F"
"7129","Norwich","U"
"7130","Telford","F"
"7131","Middlesbrough","U"
"7132","Aberdeen","U"
"7133","Peterborough","U"
"7134","Dundee","U"
"7135","Wakefield","F"
"7136","Leicester","U"
"7137","Bournemouth","F"
"7138","Peterborough","F"
"7139","Aldershot","F"
"7140","Nottingham","F"
"7141","London","F"
"7142","Glasgow","F"
"7143","York","U"
"7144","Exeter","F"
"7145","Exeter","F"
"7146","Derby","F"
"7147","Aberdeen","M"
"7148","Plymouth","F"
"7149","Dundee","F"
"7150","Derby","F"
"7151","Barnsley","F"
"7152","Milton Keynes","F"
"7153","Bristol","M"
"7154","Norwich","M"
"7155","Preston","F"
"7156","Burnley","M"
"7157","Nottingham","F"
"7158","Birmingham","U"
"7159","Aberdeen","U"
"7160","Stoke","F"
"7161","Aldershot","U"
"7162","Middlesbrough","F"
"7163","Swindon","F"
"7164","Plymouth","U"
"7165","Belfast","U"
"7166","London","U"
"7167","Wakefield","F"
"7168","Edinburgh","F"
"7169","Ipswich","F"
"7170","Slough","F"
"7171","Chatham","U"
"7172","Ipswich","F"
"7173","Aldershot","U"
"7174","Chatham","F"
"7175","Dundee","F"
"7176","Newport","U"
"7177","Southampton","M"
"7178","London","F"
"7179","Leicester","F"
"7180","Blackpool","F"
"7181","Mansfield","F"
"7182","Edinburgh","M"
"7183","Reading","F"
"7184","Liverpool","F"
"7185","Manchester","U"
"7186","Leicester","F"
"7187","Birmingham","F"
"7188","Blackburn","U"
"7189","Bristol","U"
"7190","Reading","F"
"7191","Leeds","F"
"7192","Liverpool","F"
"7193","Ipswich","F"
"7194","Edinburgh","F"
"7195","Northampton","F"
"7196","Leicester","U"
"7197","Aberdeen","U"
"7198","Glasgow","M"
"7199","Swansea","F"
"7200","Coventry","F"
"7201","Cambridge","U"
"7202","Swansea","F"
"7203","Swansea","U"
"7204","Leeds","U"
"7205","Bristol","F"
"7206","Doncaster","M"
"7207","National Average","F"
"7208","Mansfield","F"
"7209","Blackburn","F"
"7210","Manchester","F"
"7211","Slough","F"
"7212","Doncaster","F"
